model,episode,step,waiting_time,queue_length,mean_speed
Random,2,555,664.0,28,2.9087410670719485
Random,2,556,834.0,37,2.2680606711999154
Random,2,557,952.0,37,1.912309595479053
Random,2,558,1025.0,35,2.1375320988973825
Random,2,559,768.0,30,2.802846298611228
Random,2,560,317.0,22,3.0248436340856277
Random,2,561,202.0,15,4.8737458753241
Random,2,562,212.0,17,4.378574190227074
Random,2,563,202.0,17,3.593249115960351
Random,2,564,212.0,23,2.9115406108890496
Random,2,565,247.0,22,3.078549958031661
Random,2,566,295.0,21,3.6099468718343366
Random,2,567,433.0,32,2.641431903933598
Random,2,568,500.0,37,2.362100807685097
Random,2,569,517.0,34,3.040250617590803
Random,2,570,568.0,31,2.8512924186982596
Random,2,571,598.0,29,2.293436811278175
Random,2,572,529.0,26,1.8808003359318548
Random,2,573,536.0,28,2.7964056266512087
Random,2,574,565.0,29,2.723379325945499
Random,2,575,553.0,31,2.6710409435192384
Random,2,576,593.0,30,3.7261852386652032
Random,2,577,633.0,27,2.263720223238348
Random,2,578,705.0,31,2.0553291471146737
Random,2,579,415.0,33,1.9888748675042054
Random,2,580,606.0,43,1.9130452591071998
Random,2,581,834.0,47,1.65126740603865
Random,2,582,1087.0,52,0.6412747098734911
Random,2,583,1137.0,47,1.6273392865149978
Random,2,584,1038.0,37,2.839097795208403
Random,2,585,951.0,32,2.9601307565172337
Random,2,586,917.0,33,1.6947252399926709
Random,2,587,877.0,29,1.2526874791713407
Random,2,588,978.0,25,2.583863828914239
Random,2,589,1095.0,26,3.401927922024164
Random,2,590,743.0,21,4.13915658229151
Random,2,591,256.0,19,4.863157111260578
Random,2,592,224.0,19,4.405350086202471
Random,2,593,347.0,30,3.0415819737376593
Random,2,594,535.0,43,1.5157901996110363
Random,2,595,557.0,48,1.1243658349485883
Random,2,596,782.0,51,1.5277116553723775
Random,2,597,1042.0,53,2.7094813501592743
Random,2,598,1158.0,47,2.2661363562602372
Random,2,599,1198.0,39,2.3447190982394464
Random,2,600,1100.0,36,2.5038433622147873
Random,2,601,830.0,35,2.9208428337089756
Random,2,602,650.0,30,4.08118343599419
Random,2,603,343.0,19,3.9945085311521473
Random,2,604,242.0,22,4.429490462071966
Random,2,605,308.0,21,4.2058408020068985
Random,2,606,358.0,19,3.5214954659696303
Random,2,607,440.0,20,3.3048512578489793
Random,2,608,558.0,28,2.0133359301232705
Random,2,609,666.0,31,2.19211182429303
Random,2,610,761.0,27,2.6209845329399144
Random,2,611,871.0,27,3.8269434729684044
Random,2,612,889.0,23,3.8833706229179827
Random,2,613,1016.0,29,3.1133131825701117
Random,2,614,1184.0,37,2.1545602427764066
Random,2,615,1397.0,47,0.45419397404268846
Random,2,616,1175.0,49,0.8681121491176638
Random,2,617,727.0,46,1.5999276537106806
Random,2,618,555.0,40,2.1809763950475576
Random,2,619,466.0,35,3.8300767042138912
Random,2,620,319.0,29,3.681358621966327
Random,2,621,286.0,32,3.005521826378098
Random,2,622,379.0,37,2.375502687908355
Random,2,623,509.0,39,1.5846049251424894
Random,2,624,601.0,36,2.034525403454708
Random,2,625,669.0,36,2.200240260276083
Random,2,626,805.0,36,2.801405126891429
Random,2,627,972.0,40,2.0461038536284306
Random,2,628,1199.0,48,1.5111208186921847
Random,2,629,1459.0,55,1.0063846720087395
Random,2,630,1396.0,57,0.7047640637965944
Random,2,631,1110.0,51,1.581551517914441
Random,2,632,964.0,49,1.5438819377381043
Random,2,633,1058.0,46,2.2271363664586725
Random,2,634,1044.0,47,1.6964313973550242
Random,2,635,874.0,44,2.160353823685036
Random,2,636,664.0,41,2.0621098407401828
Random,2,637,390.0,32,2.467333909687101
Random,2,638,162.0,23,2.842452133029031
Random,2,639,236.0,31,2.2949965123022276
Random,2,640,416.0,42,1.868781145443865
Random,2,641,521.0,50,1.1240517983817897
Random,2,642,594.0,51,1.9985510358252
Random,2,643,692.0,43,2.4588302503785786
Random,2,644,784.0,43,2.2615094776232594
Random,2,645,905.0,43,1.812794066167092
Random,2,646,1143.0,52,0.5933671100985439
Random,2,647,1425.0,60,0.12992628499673503
Random,2,648,1617.0,65,1.1080528298388892
Random,2,649,1965.0,71,1.303735182251945
Random,2,650,2321.0,72,0.7524195832152126
Random,2,651,2466.0,71,0.5703533814247541
Random,2,652,2523.0,63,1.3962047665622774
Random,2,653,2442.0,55,1.7170294081349946
Random,2,654,2459.0,53,1.3089013453393403
Random,2,655,2022.0,48,1.9015581374948884
Random,2,656,1443.0,43,2.387826908782207
Random,2,657,827.0,38,1.8710742228270851
Random,2,658,345.0,35,2.2182561773075484
Random,2,659,234.0,35,2.3583272841014162
Random,2,660,327.0,40,1.1857264676442862
Random,2,661,494.0,47,0.5913113207512558
Random,2,662,672.0,56,1.4496532447105819
Random,2,663,984.0,65,1.6488206300943264
Random,2,664,1327.0,71,1.3044203321483747
Random,2,665,1524.0,72,1.0455209215535544
Random,2,666,1599.0,62,1.8524120215199726
Random,2,667,1701.0,55,2.001734407270145
Random,2,668,1777.0,52,1.0284390804132524
Random,2,669,1889.0,52,1.4382804181393631
Random,2,670,2167.0,58,1.472865433627576
Random,2,671,2054.0,59,1.042946128130556
Random,2,672,1690.0,57,1.340618414450607
Random,2,673,1478.0,58,1.5701124284342645
Random,2,674,1136.0,54,1.1709914691970422
Random,2,675,1110.0,51,0.8067853945064837
Random,2,676,1300.0,48,2.142917834967822
Random,2,677,1215.0,42,2.7057877949803277
Random,2,678,942.0,36,3.06636757034781
Random,2,679,736.0,38,2.415769398668282
Random,2,680,574.0,43,1.5700686638811296
Random,2,681,588.0,45,1.217122584244004
Random,2,682,767.0,49,1.5290983345756688
Random,2,683,984.0,51,2.555209504629414
Random,2,684,906.0,44,2.9430236454948533
Random,2,685,1060.0,45,2.881166192864443
Random,2,686,1037.0,48,2.1150502404714255
Random,2,687,873.0,47,2.1159494952641125
Random,2,688,804.0,49,2.08933362822086
Random,2,689,725.0,50,1.282954698746147
Random,2,690,757.0,51,0.8940813716080873
Random,2,691,951.0,47,2.4445823429491687
Random,2,692,1167.0,46,2.4461502897030103
Random,2,693,1404.0,51,1.419386196069114
Random,2,694,1394.0,54,1.1226341719071922
Random,2,695,1211.0,51,1.8853975778660548
Random,2,696,1116.0,49,2.761797860482869
Random,2,697,1026.0,49,2.207018172552846
Random,2,698,1040.0,53,2.1599104318400486
Random,2,699,1272.0,54,1.5460474001732811
Random,2,700,1485.0,52,1.6978417506525387
Random,2,701,1729.0,51,2.6258663741794535
Random,2,702,1984.0,51,2.872318061261234
Random,2,703,2239.0,51,3.4934258796418476
Random,2,704,1994.0,46,3.199567840129986
Random,2,705,1959.0,44,3.431328267070533
Random,2,706,2156.0,48,3.037987881106229
Random,2,707,2363.0,49,2.211097613095125
Random,2,708,2596.0,51,2.570261059574268
Random,2,709,2845.0,51,3.0039299730055333
Random,2,710,3095.0,50,3.3787614561380193
Random,2,711,3345.0,50,3.9040030674492634
Random,2,712,3000.0,46,3.5890280837493513
Random,2,713,2267.0,42,3.6784893184971974
Random,2,714,1664.0,38,2.9066653191413883
Random,2,715,972.0,45,1.9992276999109166
Random,2,716,569.0,45,1.2832881495279327
Random,2,717,584.0,51,1.4490955189534878
Random,2,718,764.0,59,1.5607441155753372
Random,2,719,926.0,63,1.7498242147664909
Random,3,0,0.0,0,13.121253904352841
Random,3,1,0.0,0,12.489727783029586
Random,3,2,2.0,2,7.612790961107284
Random,3,3,29.0,6,8.19090717675769
Random,3,4,59.0,6,5.958211629081374
Random,3,5,75.0,8,6.0210415338842065
Random,3,6,121.0,11,5.7214464223564505
Random,3,7,179.0,12,7.0550770827708496
Random,3,8,126.0,11,5.779777620781844
Random,3,9,186.0,12,5.731561856382042
Random,3,10,260.0,17,5.837917338192074
Random,3,11,350.0,18,2.3096804597867564
Random,3,12,458.0,24,2.2682133669202753
Random,3,13,578.0,24,1.0500799724938714
Random,3,14,718.0,30,3.5528885804721764
Random,3,15,868.0,30,2.57467516615682
Random,3,16,1032.0,36,2.684342372009875
Random,3,17,854.0,35,1.6781088964331203
Random,3,18,594.0,30,2.8225763970448945
Random,3,19,478.0,28,2.816760474608096
Random,3,20,480.0,28,1.2799861094361051
Random,3,21,518.0,26,2.246389512234239
Random,3,22,576.0,24,3.3088042599327614
Random,3,23,521.0,22,3.1807311333690644
Random,3,24,608.0,24,3.04883052572594
Random,3,25,728.0,30,2.343290688073698
Random,3,26,905.0,38,1.6035043440635446
Random,3,27,648.0,39,0.6505958321372448
Random,3,28,486.0,38,2.9658689574464305
Random,3,29,669.0,40,3.5920377830427848
Random,3,30,885.0,45,2.064869098057403
Random,3,31,1081.0,47,1.2669563690468184
Random,3,32,1276.0,43,2.3468417686778
Random,3,33,1491.0,43,3.444211657675986
Random,3,34,1382.0,39,2.625214277380993
Random,3,35,1052.0,30,2.676670600905785
Random,3,36,791.0,23,5.242800846870433
Random,3,37,505.0,15,6.061579692370603
Random,3,38,293.0,14,6.622405877952729
Random,3,39,265.0,10,6.284675738123221
Random,3,40,333.0,16,5.265665166033334
Random,3,41,433.0,23,4.153928243908894
Random,3,42,568.0,30,2.2938045732461387
Random,3,43,736.0,37,2.0471634063891595
Random,3,44,551.0,38,1.9112085354221078
Random,3,45,650.0,40,2.4521457255164263
Random,3,46,867.0,44,3.2150239040598296
Random,3,47,1027.0,41,2.253175096738279
Random,3,48,1232.0,41,2.5076306699755397
Random,3,49,1424.0,40,2.131349166960798
Random,3,50,1628.0,42,2.3393570489313773
Random,3,51,1779.0,40,2.0905827889205315
Random,3,52,1980.0,41,1.5990314716758474
Random,3,53,1785.0,40,1.4156715202375119
Random,3,54,1374.0,31,2.3982953141555696
Random,3,55,944.0,26,3.233551125908947
Random,3,56,453.0,21,2.267846669670789
Random,3,57,325.0,26,2.7203464895993976
Random,3,58,290.0,25,2.600144225476977
Random,3,59,412.0,30,2.46839321467915
Random,3,60,597.0,43,2.2335166305717324
Random,3,61,829.0,48,1.8417376086855664
Random,3,62,1047.0,46,1.5672715342445256
Random,3,63,1277.0,46,1.536099108781803
Random,3,64,1507.0,46,1.9470174300928034
Random,3,65,1745.0,48,1.3782645262845232
Random,3,66,1643.0,42,0.9655094431649069
Random,3,67,1785.0,42,2.4321285222480546
Random,3,68,1995.0,42,2.031688448197522
Random,3,69,2226.0,48,1.3752844463980296
Random,3,70,2020.0,42,0.9658226724921647
Random,3,71,1509.0,32,2.342027001982921
Random,3,72,983.0,24,4.412440101438998
Random,3,73,505.0,20,3.633610573647793
Random,3,74,133.0,22,2.8221672187037954
Random,3,75,214.0,27,2.7200685087929632
Random,3,76,365.0,33,3.3223246172143184
Random,3,77,496.0,36,2.6564174952329114
Random,3,78,689.0,39,2.271632045305263
Random,3,79,682.0,36,2.7452241739151924
Random,3,80,531.0,26,3.707096750142625
Random,3,81,417.0,21,3.9333453853064833
Random,3,82,259.0,19,2.9879058824811815
Random,3,83,256.0,21,1.4071342296664124
Random,3,84,295.0,23,1.4296819841856117
Random,3,85,434.0,30,2.103294578726592
Random,3,86,602.0,36,3.469917428668818
Random,3,87,667.0,38,3.1527039250867936
Random,3,88,857.0,38,2.1337245531297313
Random,3,89,1066.0,43,1.5922507993512602
Random,3,90,1013.0,38,1.151127203991619
Random,3,91,773.0,30,2.912957380983869
Random,3,92,504.0,20,3.5726536888235194
Random,3,93,266.0,17,4.604541482654332
Random,3,94,208.0,19,4.059174066428531
Random,3,95,322.0,26,1.6957253163067465
Random,3,96,355.0,30,1.1334194961228483
Random,3,97,347.0,28,2.753709859965785
Random,3,98,372.0,25,4.838110683897835
Random,3,99,128.0,13,4.834860871249749
Random,3,100,87.0,9,5.534397851792872
Random,3,101,167.0,19,5.109335988797476
Random,3,102,157.0,19,3.554522402609219
Random,3,103,285.0,32,2.3289251217440152
Random,3,104,442.0,34,2.536315196723796
Random,3,105,632.0,40,2.5368764466990172
Random,3,106,840.0,42,1.6467448544497423
Random,3,107,816.0,36,0.9058457653291107
Random,3,108,671.0,29,3.6773249929031544
Random,3,109,500.0,23,4.034237392537078
Random,3,110,330.0,22,3.2569615139391512
Random,3,111,293.0,24,2.544228637934427
Random,3,112,429.0,30,1.6537065705799703
Random,3,113,608.0,39,0.720867037728148
Random,3,114,669.0,39,0.3760397541241639
Random,3,115,645.0,34,3.406489547943644
Random,3,116,638.0,26,4.977391372647263
Random,3,117,596.0,23,4.109408854290032
Random,3,118,635.0,25,3.0351527460034005
Random,3,119,717.0,25,1.9869840697120165
Random,3,120,781.0,23,2.8368651246921126
Random,3,121,868.0,21,3.7110174393266138
Random,3,122,721.0,19,4.4241785390944575
Random,3,123,817.0,23,4.013731495267887
Random,3,124,458.0,26,2.7977943073431306
Random,3,125,234.0,27,2.570013090869338
Random,3,126,324.0,34,1.9697231211391621
Random,3,127,537.0,48,1.1268156701588474
Random,3,128,805.0,56,0.0417435849392378
Random,3,129,998.0,54,1.9561671408359256
Random,3,130,1268.0,54,2.2301970603373817
Random,3,131,1545.0,56,1.7305433078808987
Random,3,132,1825.0,56,1.3047205184959925
Random,3,133,2114.0,59,0.704157414818741
Random,3,134,2057.0,53,1.177688256114821
Random,3,135,1748.0,43,1.6642908242090524
Random,3,136,1529.0,37,3.881038355533168
Random,3,137,1254.0,30,3.8845163731452264
Random,3,138,1094.0,32,2.942660071520573
Random,3,139,1215.0,33,1.9666097055662415
Random,3,140,1340.0,35,2.123100102508179
Random,3,141,1477.0,35,2.140264235312056
Random,3,142,1644.0,39,1.1011580122069915
Random,3,143,1337.0,38,0.9280511657564087
Random,3,144,717.0,36,2.701973564372725
Random,3,145,398.0,36,2.8316961781469177
Random,3,146,499.0,44,2.5633435146796892
Random,3,147,742.0,52,1.739353201306509
Random,3,148,1020.0,58,1.175537942277771
Random,3,149,1206.0,57,0.6683256897841433
Random,3,150,1317.0,49,1.526616373046457
Random,3,151,1443.0,44,2.7699486459966
Random,3,152,1628.0,46,1.913507517421512
Random,3,153,1818.0,46,0.9836362752447043
Random,3,154,2006.0,47,1.7097269390368401
Random,3,155,2206.0,42,2.3740501507943215
Random,3,156,2436.0,48,1.6239876697868454
Random,3,157,2699.0,55,0.069441419366367
Random,3,158,2989.0,60,1.3276646175887632
Random,3,159,3289.0,60,1.053501393869666
Random,3,160,3596.0,62,1.0322638176094805
Random,3,161,3919.0,66,0.5632296646092197
Random,3,162,3629.0,62,0.45371065430473567
Random,3,163,2911.0,52,1.8365397243672767
Random,3,164,2117.0,43,1.9490787808415937
Random,3,165,1495.0,38,3.094360015115197
Random,3,166,1042.0,34,2.8350192022965786
Random,3,167,1154.0,31,2.581814279026705
Random,3,168,1270.0,28,2.68360333993246
Random,3,169,1425.0,34,2.4104165285973282
Random,3,170,1562.0,34,2.327907850676567
Random,3,171,1690.0,32,2.3162799612666127
Random,3,172,1840.0,31,3.1494989523430785
Random,3,173,2019.0,40,2.066698004661367
Random,3,174,2238.0,46,1.7099109316625658
Random,3,175,2489.0,54,1.1200703064721322
Random,3,176,2791.0,64,0.5894708439895379
Random,3,177,2480.0,65,0.5800204212051189
Random,3,178,1752.0,60,1.3376793206036344
Random,3,179,1253.0,53,1.6511505430582307
Random,3,180,1135.0,51,1.749534698044461
Random,3,181,1306.0,47,1.406526508558047
Random,3,182,1488.0,45,1.6472882422192798
Random,3,183,1687.0,44,1.9277701581379432
Random,3,184,1909.0,47,2.146743467807339
Random,3,185,2060.0,51,1.333138795273043
Random,3,186,2337.0,58,0.6280284322716063
Random,3,187,2644.0,63,1.4952703101228138
Random,3,188,2975.0,68,1.0453203179339519
Random,3,189,3316.0,69,0.8072349163664487
Random,3,190,3675.0,74,0.3677039956093835
Random,3,191,3479.0,68,0.27725017342152
Random,3,192,2889.0,58,1.4591898743186345
Random,3,193,2171.0,48,2.0521769028161616
Random,3,194,1236.0,36,2.985796110152263
Random,3,195,536.0,30,3.2293726470118562
Random,3,196,376.0,35,1.69255287991744
Random,3,197,376.0,42,1.0469554248433337
Random,3,198,608.0,52,1.4886163208606267
Random,3,199,730.0,60,1.7476200168787295
Random,3,200,763.0,54,1.9527255415508291
Random,3,201,833.0,46,3.2714212942278653
Random,3,202,849.0,43,2.518908103474316
Random,3,203,950.0,41,1.3800717023906115
Random,3,204,1128.0,46,1.7219974125609887
Random,3,205,1303.0,42,2.3224254003683447
Random,3,206,1512.0,46,2.01268487340244
Random,3,207,1765.0,53,1.3577679063108334
Random,3,208,2055.0,60,0.8321713773692179
Random,3,209,1960.0,60,1.0385496594925168
Random,3,210,1607.0,57,1.6608174658813097
Random,3,211,1395.0,58,1.5386325057590118
Random,3,212,1187.0,56,1.6104180176578238
Random,3,213,983.0,51,1.4359752909910963
Random,3,214,880.0,47,1.6727281176401454
Random,3,215,778.0,48,1.9235404637874567
Random,3,216,711.0,50,2.255002651927011
Random,3,217,754.0,46,2.1456477519414614
Random,3,218,930.0,46,1.7860295100130588
Random,3,219,1126.0,45,1.784731901276049
Random,3,220,1345.0,50,1.5489891931243709
Random,3,221,1568.0,51,1.4615394786082683
Random,3,222,1849.0,58,0.6698107610631087
Random,3,223,1795.0,60,1.3331487424326285
Random,3,224,1512.0,57,2.1404423493531453
Random,3,225,1340.0,52,2.816756175663576
Random,3,226,902.0,42,2.7859895927103397
Random,3,227,520.0,33,3.3391687385194184
Random,3,228,430.0,30,3.7870209481006785
Random,3,229,250.0,21,3.462702007922836
Random,3,230,159.0,21,4.189449988151321
Random,3,231,228.0,29,3.5341757355630214
Random,3,232,343.0,39,1.8749275215318484
Random,3,233,487.0,44,1.2413144387367379
Random,3,234,658.0,45,1.9243925045741737
Random,3,235,879.0,50,1.8517517644770427
Random,3,236,1129.0,55,1.220282809344299
Random,3,237,1122.0,52,1.598208973315408
Random,3,238,1346.0,58,2.085724249465009
Random,3,239,1653.0,64,2.0852826716048805
Random,3,240,1841.0,62,1.5542021835714201
Random,3,241,1955.0,55,1.932861301583271
Random,3,242,2055.0,50,1.6757662987442683
Random,3,243,2199.0,51,0.8636840208581069
Random,3,244,2370.0,48,1.6876140014206418
Random,3,245,2534.0,45,2.524299875958292
Random,3,246,2713.0,41,3.4968428170363266
Random,3,247,2899.0,40,2.8675688312110488
Random,3,248,3132.0,50,1.7206234793916022
Random,3,249,3341.0,50,1.1550297425607035
Random,3,250,3530.0,45,1.642038871239644
Random,3,251,3661.0,41,1.9237962256770564
Random,3,252,3885.0,46,2.5646690874133156
Random,3,253,4136.0,52,1.5452671256800479
Random,3,254,4417.0,57,0.6539520408329642
Random,3,255,4694.0,56,0.3334142435187287
Random,3,256,4983.0,58,1.145340711398199
Random,3,257,5089.0,52,1.4339351607340585
Random,3,258,5066.0,44,1.7406195912261326
Random,3,259,5179.0,41,3.3562189471158175
Random,3,260,5395.0,46,2.192935002367496
Random,3,261,5644.0,53,1.2859062685075169
Random,3,262,4945.0,51,1.36456175163914
Random,3,263,3588.0,43,1.9365065958263945
Random,3,264,2524.0,37,2.454224018381603
Random,3,265,1298.0,35,1.1778351516274452
Random,3,266,643.0,33,2.076322066830774
Random,3,267,740.0,28,2.8142628625583237
Random,3,268,791.0,28,3.391218779720843
Random,3,269,935.0,34,1.7849034647229427
Random,3,270,801.0,35,1.5908169733578237
Random,3,271,524.0,36,2.356390031465764
Random,3,272,339.0,33,2.2450645790287918
Random,3,273,483.0,42,2.908305350013236
Random,3,274,670.0,47,2.2489490953727853
Random,3,275,838.0,42,2.4920105280718197
Random,3,276,1030.0,42,2.6591994561437464
Random,3,277,1259.0,49,1.6407371135780422
Random,3,278,1216.0,47,1.5502835165404951
Random,3,279,989.0,41,1.7629537759755538
Random,3,280,748.0,33,3.28564809563573
Random,3,281,532.0,29,3.284358825682388
Random,3,282,527.0,34,2.1710331470146027
Random,3,283,712.0,39,1.7652727235475578
Random,3,284,688.0,41,1.3213632658605525
Random,3,285,538.0,38,2.102799175127408
Random,3,286,579.0,39,2.3068063345719723
Random,3,287,788.0,45,1.5701341256577672
Random,3,288,983.0,46,1.83798815069682
Random,3,289,1149.0,39,2.7908729558498626
Random,3,290,1342.0,40,2.804770040881115
Random,3,291,1569.0,48,1.7159289702461369
Random,3,292,1806.0,51,1.5365417995913648
Random,3,293,2066.0,52,0.8256671816507435
Random,3,294,2327.0,53,0.4223862329966043
Random,3,295,2596.0,54,1.2841912849079924
Random,3,296,2866.0,54,0.9045515238454183
Random,3,297,3147.0,58,0.4847338791757943
Random,3,298,3425.0,56,0.5102585086332778
Random,3,299,3712.0,58,0.8002160542283628
Random,3,300,3702.0,52,1.4767214130516364
Random,3,301,3507.0,44,1.7666922240099039
Random,3,302,2972.0,35,3.734158892108585
Random,3,303,2195.0,31,3.8040086008360743
Random,3,304,1430.0,30,3.9285863269400707
Random,3,305,696.0,24,3.3220466285521915
Random,3,306,91.0,17,3.672462094838718
Random,3,307,144.0,20,3.3338407707009945
Random,3,308,289.0,34,1.7204560078425148
Random,3,309,396.0,41,1.944702138764949
Random,3,310,626.0,50,1.782329788170448
Random,3,311,759.0,49,1.8405592890657072
Random,3,312,816.0,41,2.03744794901513
Random,3,313,793.0,40,1.8825409271503148
Random,3,314,632.0,35,2.7646695827675707
Random,3,315,476.0,27,2.934172239028305
Random,3,316,250.0,17,4.6455496535891845
Random,3,317,186.0,19,5.524329288440459
Random,3,318,293.0,24,4.188974706040973
Random,3,319,444.0,34,2.7119143318811623
Random,3,320,641.0,42,1.7500171202653034
Random,3,321,694.0,42,1.4657502513240155
Random,3,322,627.0,32,2.7010343644403902
Random,3,323,523.0,24,3.142551873561268
Random,3,324,464.0,20,3.849620807990964
Random,3,325,426.0,17,3.3989035747046956
Random,3,326,456.0,17,3.0132577884414222
Random,3,327,516.0,20,3.0760071807462017
Random,3,328,605.0,24,2.646224179779904
Random,3,329,661.0,22,2.581337056329255
Random,3,330,702.0,20,3.1035424570183774
Random,3,331,243.0,14,4.353640736531998
Random,3,332,46.0,11,3.8373508970795496
Random,3,333,125.0,22,4.272851249003154
Random,3,334,161.0,20,3.3148482085617643
Random,3,335,169.0,22,2.7234432843071885
Random,3,336,188.0,24,3.7066216337765683
Random,3,337,233.0,22,2.770160565031101
Random,3,338,157.0,19,3.236689585915911
Random,3,339,253.0,24,3.5311401771397124
Random,3,340,282.0,28,2.661940535404799
Random,3,341,450.0,37,2.886624476105671
Random,3,342,647.0,42,2.217553363247894
Random,3,343,661.0,38,1.9745462092828543
Random,3,344,532.0,28,2.9831846445171637
Random,3,345,303.0,18,5.170131674447057
Random,3,346,140.0,12,5.526626781253022
Random,3,347,26.0,7,4.700654819718207
Random,3,348,30.0,10,4.10263520507262
Random,3,349,56.0,9,3.3923943137100134
Random,3,350,119.0,16,3.224795314632472
Random,3,351,222.0,23,2.4914182574208987
Random,3,352,359.0,30,1.6550570074807351
Random,3,353,478.0,35,1.8645223965175866
Random,3,354,680.0,45,1.350888065298078
Random,3,355,727.0,43,1.3570026805410897
Random,3,356,912.0,42,2.0594322424572447
Random,3,357,877.0,38,2.2507534112067686
Random,3,358,685.0,31,3.1391862109419835
Random,3,359,540.0,24,4.4073170651686855
Random,3,360,293.0,11,5.336311707491978
Random,3,361,149.0,11,5.790771744195053
Random,3,362,181.0,18,3.6808726234317803
Random,3,363,230.0,17,3.8375175845813776
Random,3,364,270.0,15,3.7564709514456815
Random,3,365,352.0,19,3.133748154577567
Random,3,366,199.0,19,2.2526419856204414
Random,3,367,274.0,27,3.4762094974534428
Random,3,368,318.0,29,3.0842805882781907
Random,3,369,337.0,31,3.1539900351901977
Random,3,370,166.0,23,2.889509639698611
Random,3,371,130.0,18,2.966933557029267
Random,3,372,172.0,20,2.977770358714543
Random,3,373,304.0,29,1.8475259692218808
Random,3,374,345.0,32,2.4233132728110456
Random,3,375,531.0,41,3.0193398989552533
Random,3,376,747.0,45,2.153936729026958
Random,3,377,993.0,50,1.1013993156764248
Random,3,378,1003.0,44,0.6394663938778188
Random,3,379,847.0,36,2.5880069675589223
Random,3,380,633.0,24,3.216062455454851
Random,3,381,475.0,23,3.8095143780863485
Random,3,382,474.0,26,3.3069022070367997
Random,3,383,623.0,33,0.8491644359260776
Random,3,384,708.0,41,0.8831407293535781
Random,3,385,755.0,38,1.7593913291661822
Random,3,386,795.0,34,2.762588056667585
Random,3,387,834.0,30,2.0258424075671444
Random,3,388,879.0,27,3.2756930421085544
Random,3,389,939.0,23,3.702681595133136
Random,3,390,1040.0,27,2.9925554680838697
Random,3,391,1178.0,33,2.269144970809852
Random,3,392,1284.0,33,1.8439726858198862
Random,3,393,1377.0,30,2.6145921211919245
Random,3,394,1458.0,29,2.6884930138979826
Random,3,395,1592.0,34,2.0613405775463662
Random,3,396,1707.0,32,2.6091198503858286
Random,3,397,1813.0,30,2.936469635484193
Random,3,398,1935.0,26,3.096516755103779
Random,3,399,2095.0,36,2.3348508692073326
Random,3,400,2288.0,41,1.6882630086631543
Random,3,401,2510.0,47,0.4033609850801865
Random,3,402,2770.0,55,0.13270201448973962
Random,3,403,3067.0,63,1.109706750873993
Random,3,404,3407.0,69,1.014841112263789
Random,3,405,3758.0,71,0.6311371309496407
Random,3,406,4129.0,76,0.34252117967620815
Random,3,407,4245.0,70,0.4597233593965294
Random,3,408,4175.0,61,1.442752254955838
Random,3,409,4170.0,54,2.7383656651782005
Random,3,410,4003.0,43,2.973830326428427
Random,3,411,4045.0,44,2.760126265040518
Random,3,412,4283.0,49,2.155605709016173
Random,3,413,4468.0,53,1.2543759855769767
Random,3,414,4629.0,49,1.5605487950272685
Random,3,415,4813.0,48,2.7022647037599294
Random,3,416,4997.0,45,3.3949550650807416
Random,3,417,5169.0,39,5.139792513709374
Random,3,418,5364.0,39,4.485138038831
Random,3,419,5578.0,45,2.21921406435053
Random,3,420,4424.0,49,1.598499665187959
Random,3,421,2671.0,46,2.3470498701756575
Random,3,422,1569.0,40,2.162708773101872
Random,3,423,885.0,46,1.9841587479004053
Random,3,424,604.0,45,2.1307017523931777
Random,3,425,779.0,43,2.296063809406282
Random,3,426,962.0,42,1.849058529992775
Random,3,427,1189.0,50,0.9033095676717894
Random,3,428,1172.0,51,0.7500147371581682
Random,3,429,985.0,49,1.5982922310450878
Random,3,430,826.0,44,2.029127126391802
Random,3,431,702.0,48,1.6482195370471167
Random,3,432,761.0,52,2.1698649144705606
Random,3,433,1043.0,59,1.1870773654260847
Random,3,434,1362.0,67,0.7065260879258453
Random,3,435,1710.0,74,0.43821484974053915
Random,3,436,2094.0,77,0.5962283310295673
Random,3,437,2269.0,71,0.6212976019209058
Random,3,438,2294.0,61,1.513492370411682
Random,3,439,2350.0,53,3.299189524524208
Random,3,440,2319.0,43,3.971460666318063
Random,3,441,2418.0,41,3.109380061417436
Random,3,442,2655.0,50,1.5256254582005533
Random,3,443,2414.0,51,1.0547005479301765
Random,3,444,1849.0,48,1.780891937003372
Random,3,445,1266.0,41,2.0930084508806726
Random,3,446,686.0,33,3.3458920278044517
Random,3,447,349.0,33,3.391024535716899
Random,3,448,450.0,39,1.6771433338216815
Random,3,449,368.0,41,1.2666919486065698
Random,3,450,582.0,50,1.519495370646535
Random,3,451,876.0,63,1.5229886931295709
Random,3,452,1004.0,65,1.0820243434387704
Random,3,453,1016.0,60,2.0281632199759807
Random,3,454,850.0,46,2.686391659884066
Random,3,455,581.0,34,3.137950406266311
Random,3,456,371.0,33,2.1804427309561767
Random,3,457,330.0,38,1.1885555898351932
Random,3,458,356.0,40,0.9584183554124343
Random,3,459,512.0,44,1.7854951740328635
Random,3,460,628.0,43,2.66581104218254
Random,3,461,834.0,46,2.448583645683474
Random,3,462,1076.0,50,2.103650490087431
Random,3,463,1350.0,59,0.7745560637769023
Random,3,464,1668.0,66,0.5898738650771476
Random,3,465,1704.0,68,0.6317537698747719
Random,3,466,1543.0,63,1.387529509358418
Random,3,467,1406.0,55,1.8568553607417713
